brand;model;3G_bands;4G_bands;network_speed;GPRS;EDGE;announced;dimentions;weight_g;weight_oz;display_resolution;display_size;OS;CPU;GPU;internal_memory;primary_camera;secondary_camera;USB;battery;colors;approx_price_EUR;img_url
verykool;T742;HSDPA 850 / 1900 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2014  February;192 x 107.8 x 9.5 mm (7.56 x 4.24 x 0.37 in);250;882;7.0 inches (~67.4% screen-to-body ratio);480 x 800 pixels (~133 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.3 GHz;;4 GB;3.15 MP| LED flash;VGA;microUSB 2.0| USB Host;Non-removable Li-Ion 2500 mAh battery;Black;110;http://cdn2.gsmarena.com/vv/bigpic/verykool-t742-kolorpad.jpg
verykool;s353;HSDPA 850 / 1900 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2014  February;118 x 63.1 x 12.4 mm (4.65 x 2.48 x 0.49 in);104;367;3.5 inches;-;Android 4.2 (Jelly Bean);Dual-core 1.0 GHz;;4 GB;2 MP;VGA;1.1;Removable Li-Ion 1400 mAh battery;Various;;http://cdn2.gsmarena.com/vv/bigpic/verykool-s353-jasper.jpg
verykool;R80L Granite II;;;;Yes;Yes;2014  January;109.9 x 47.3 x 14.6 mm (4.33 x 1.86 x 0.57 in);737;257;2.4 inches (~34.3% screen-to-body ratio);240 x 320 pixels (~167 ppi pixel density);;;;;2 MP;No;2.0;Li-Ion 800 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/verykool-R80L-Granite-II.jpg
verykool;i240;;;;Yes;No;2014  January;116 x 51 x 11.8 mm (4.57 x 2.01 x 0.46 in);85;300;2.4 inches (~30.2% screen-to-body ratio);240 x 320 pixels (~167 ppi pixel density);;108 MHz;;4 MB ROM;VGA;No;Yes;Removable Li-Ion 800 mAh battery;Various;;http://cdn2.gsmarena.com/vv/bigpic/verykool-i240-rutti.jpg
verykool;i603;;;;Yes;No;2013;100 x 59 x 13 mm (3.94 x 2.32 x 0.51 in);85;300;2.0 inches (~21.3% screen-to-body ratio);176 x 220 pixels (~141 ppi pixel density);;;;;VGA;No;1.1;Removable Li-Ion 650 mAh battery;Various;;http://cdn2.gsmarena.com/vv/bigpic/verykool-i603.jpg
verykool;i128;;;;Yes;No;2013;108.5 x 46.8 x 10.9 mm (4.27 x 1.84 x 0.43 in);55;194;1.77 inches (~19.4% screen-to-body ratio);128 x 160 pixels (~116 ppi pixel density);;;;;VGA;No;Yes;Removable Li-Ion 500 mAh battery;Blue| Red| Pink;;http://cdn2.gsmarena.com/vv/bigpic/verykool-i128.jpg
verykool;i133;HSDPA 850 / 1900 ;;Yes  384 kbps;Yes;Yes;2013;110 x 48.2 x 12.4 mm (4.33 x 1.90 x 0.49 in);85;300;1.8 inches (~19.2% screen-to-body ratio);128 x 160 pixels (~114 ppi pixel density);;;;70 MB;VGA;No;Yes;Removable Li-Ion 600 mAh battery;Various;;http://cdn2.gsmarena.com/vv/bigpic/verykool-i133.jpg
verykool;s400;HSDPA 850 / 1900 / 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2013  September;119 x 65 x 12 mm (4.69 x 2.56 x 0.47 in);120;423;4.0 inches (~58.9% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.2.1 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;4 GB;5 MP;VGA;microUSB 2.0;Removable Li-Ion 1400 mAh battery;Black| White| Pink| Blue;;http://cdn2.gsmarena.com/vv/bigpic/verykool-s400.jpg
verykool;i127;;;;Yes;No;2013;109 x 46 x 13.4 mm (4.29 x 1.81 x 0.53 in);55;194;1.77 inches (~19.7% screen-to-body ratio);128 x 160 pixels (~116 ppi pixel density);;;;;VGA;No;charging only;Removable Li-Ion 500 mAh battery;Various;;http://cdn2.gsmarena.com/vv/bigpic/verykool-i127.jpg
verykool;s470;HSDPA 850 / 1900 ;;HSPA 42.2/11.5 Mbps;Yes;Yes;2013  September;137 x 71 x 10.5 mm (5.39 x 2.80 x 0.41 in);150;529;4.7 inches (~62.6% screen-to-body ratio);720 x 1280 pixels (~312 ppi pixel density);Android 4.2.1 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;;8 MP| autofocus| dual-LED flash;2 MP;microUSB 2.0;Removable Li-Ion 2000 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/verykool-s470.jpg
verykool;i316;;;;Yes;No;2013  September;89 x 44 x 16.4 mm (3.50 x 1.73 x 0.65 in);69;243;1.8 inches (~26.0% screen-to-body ratio);128 x 160 pixels (~114 ppi pixel density);;;;;VGA;No;Yes;Removable Li-Ion 800 mAh battery;Black| Blue| Red| Light green;;http://cdn2.gsmarena.com/vv/bigpic/verykool-i316.jpg
