brand;model;3G_bands;4G_bands;network_speed;GPRS;EDGE;announced;dimentions;weight_g;weight_oz;display_resolution;display_size;OS;CPU;GPU;internal_memory;primary_camera;secondary_camera;USB;battery;colors;approx_price_EUR;img_url
Panasonic;Eluga Tapp;HSDPA 900 / 2100 ;LTE band 3(1800)| 5(850)| 40(2300);HSPA  LTE Cat4 150/50 Mbps;Yes;Yes;2016  October;143 x 71 x 8.2 mm (5.63 x 2.80 x 0.32 in);138;487;5.0 inches (~67.9% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 6.0 (Marshmallow);Quad-core 1.25 GHz;;16 GB;8 MP| autofocus| LED flash;5 MP;microUSB 2.0;Li-Ion 2800 mAh battery;Champagne Gold| Silver Gray;150;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-tapp.jpg
Panasonic;Eluga Arc 2;HSDPA 900 / 2100 ;LTE band 3(1800)| 5(850)| 40(2300);HSPA  LTE Cat4 150/50 Mbps;Yes;Yes;2016  August;144 x 72 x 7.6 mm (5.67 x 2.83 x 0.30 in);147;519;5.0 inches (~66.5% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 6.0 (Marshmallow);Quad-core 1.3 GHz;;32 GB;8 MP| autofocus| LED flash;5 MP;microUSB 2.0;Li-Ion 2450 mAh battery;Gold| Rose Gold;200;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-arc2.jpg
Panasonic;Eluga Note;HSDPA 900 / 2100 ;LTE band 3(1800)| 5(850)| 40(2300);HSPA  LTE;Yes;Yes;2016  July;146 x 74.5 x 8.2 mm (5.75 x 2.93 x 0.32 in);142;501;5.5 inches (~76.7% screen-to-body ratio);1080 x 1920 pixels (~401 ppi pixel density);Android 6.0.1 (Marshmallow);Octa-core 1.3 GHz;;32 GB;16 MP| f/1.9| autofocus| triple-LED flash;5 MP;microUSB 2.0;Li-Po 3000 mAh battery;Champagne Gold;170;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-note.jpg
Panasonic;Eluga A2;HSDPA 900 / 2100 ;LTE band 3(1800)| 40(2300);HSPA  LTE Cat4 150/50 Mbps;Yes;Yes;2016  April;143.8 x 72 x 8.9 mm (5.66 x 2.83 x 0.35 in);1675;593;5.0 inches (~66.6% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;16 GB;8 MP| autofocus| LED flash;5 MP;microUSB 2.0;Li-Ion 4000 mAh battery;Gold| Silver;150;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-a2.jpg
Panasonic;Eluga I3;HSDPA 900 / 2100 ;LTE band 3(1800)| 5(850)| 40(2300);HSPA  LTE Cat4 150/50 Mbps;Yes;Yes;2016  April;151 x 77 x 8.2 mm (5.94 x 3.03 x 0.32 in);;;5.5 inches (~71.7% screen-to-body ratio);720 x 1280 pixels (~267 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.3 GHz;;16 GB;13 MP| autofocus| LED flash;5 MP;microUSB 2.0;Li-Ion 2700 mAh battery;Rose Gold| Champagne Gold| Marine Blue;150;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-i3.jpg
Panasonic;Eluga I2 (2016);HSDPA 900 / 2100 ;LTE band 3(1800)| 5(850)| 40(2300);HSPA  LTE Cat4 150/50 Mbps;Yes;Yes;2016  May;144.2 x 71.2 x 8.8 mm (5.68 x 2.80 x 0.35 in);;;5.0 inches (~67.1% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.0 GHz;;16 GB;8 MP| autofocus| LED flash;5 MP;microUSB 2.0;Removable Li-Ion 2000 mAh battery;Metallic Silver| Metallic Gold| Metallic Grey;130;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-i2-2016.jpg
Panasonic;Eluga Arc;HSDPA 900 / 2100 ;LTE band 3(1800)| 40(2300);HSPA  LTE Cat4 150/50 Mbps;Yes;Yes;2016  April;139 x 67 x 8.1 mm (5.47 x 2.64 x 0.32 in);;;4.7 inches (~65.4% screen-to-body ratio);720 x 1280 pixels (~312 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.2 GHz Cortex-A53;Adreno 306;16 GB;8 MP| autofocus| LED flash;5 MP| LED flash;microUSB 2.0;Li-Ion 1800 mAh battery;Gold;;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-arc.jpg
Panasonic;P66;HSDPA 850 / 900 / 2100 ;;HSPA;Yes;Yes;2016  February;142.4 x 70.9 x 8.4 mm (5.61 x 2.79 x 0.33 in);155;547;5.0 inches (~68.3% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.3 GHz;;16 GB;8 MP| autofocus| LED flash;5 MP| LED flash;microUSB 2.0;Li-Ion 3200 mAh battery;Rose Gold| Russet Brown & Electric Blue;110;http://cdn2.gsmarena.com/vv/bigpic/panasonic-p66.jpg
Panasonic;Eluga Turbo;HSDPA 850 / 900 / 1900 / 2100 ;LTE band 3(1800)| 5(850)| 40(2300);HSPA  LTE Cat4 150/50 Mbps;Yes;Yes;2016  January;142.4 x 71.2 x 6.9 mm (5.61 x 2.80 x 0.27 in);145;511;5.0 inches (~68.0% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 5.1 (Lollipop);Octa-core 1.5 GHz Cortex-A53;Mali-T720MP3;32 GB;13 MP| autofocus| LED flash;5 MP;microUSB 2.0;Non-removable Li-Ion 2350 mAh battery;Marine Blue| Champagne Gold| Rose Gold;140;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-turbo.jpg
Panasonic;T50;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2016  March;131.7 x 66.3 x 8.8 mm (5.19 x 2.61 x 0.35 in);;;4.5 inches (~63.9% screen-to-body ratio);480 x 854 pixels (~218 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.3 GHz;;8 GB;5 MP| autofocus| LED flash;2 MP;microUSB 2.0;Li-Ion 1600 mAh battery;Midnight Blue| Rose Gold| Champagne Gold;70;http://cdn2.gsmarena.com/vv/bigpic/panasonic-t50.jpg
Panasonic;Eluga Mark;HSDPA 850 / 900 / 1900 / 2100 ;LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800)| 40(2300);HSPA  LTE Cat4 150/50 Mbps;Yes;Yes;2015  December;152 x 77 x 8.2 mm (5.98 x 3.03 x 0.32 in);145;511;5.5 inches (~71.3% screen-to-body ratio);720 x 1280 pixels (~267 ppi pixel density);Android 5.1 (Lollipop);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;16 GB;13 MP| autofocus| LED flash;5 MP;microUSB 2.0;Non-removable Li-Ion 2500 mAh battery;Royal Gold| Metallic Grey;200;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-mark.jpg
Panasonic;Eluga Switch;HSDPA 850 / 900 / 1900 / 2100 ;LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800);HSPA  LTE;Yes;Yes;2015  September;152.7 x 75.1 x 7.4 mm (6.01 x 2.96 x 0.29 in);141;497;5.5 inches (~72.7% screen-to-body ratio);1080 x 1920 pixels (~401 ppi pixel density);Android 5.0 (Lollipop);;Adreno 405;32 GB;13 MP| autofocus| LED flash;8 MP;microUSB 2.0;Non-removable Li-Ion 2910 mAh battery;Gunmetal Grey;270;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-switch.jpg
Panasonic;Eluga L2;HSDPA 850 / 900 / 1900 / 2100 ; LTE;HSPA  LTE;Yes;Yes;2015  August;-;;;5.5 inches;-;Android 5.1 (Lollipop);Quad-core 1.0 GHz;;8 GB;8 MP| autofocus| LED flash;2 MP;microUSB 2.0;Non-removable Li-Ion 2500 mAh battery;Black| Gray;140;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-l2.jpg
Panasonic;Eluga I2;HSDPA 850 / 900 / 1900 / 2100 ; LTE;HSPA  LTE;Yes;Yes;2015  August;-;;;5.0 inches;720 x 1280 pixels (~294 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.0 GHz;;8 GB;8 MP| autofocus| LED flash;2 MP;microUSB 2.0;Removable Li-Ion 2000 mAh battery;Gold| Silver| Gray;120;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-i2.jpg
Panasonic;T45;HSDPA 850 / 900 / 1900 / 2100 ; LTE 700 / 800 / 900 / 1700 / 1900 / 2300 / 2600;HSPA  LTE;Yes;Yes;2015  August;130.6 x 65.3 x 9.5 mm (5.14 x 2.57 x 0.37 in);;;4.5 inches (~65.4% screen-to-body ratio);480 x 854 pixels (~218 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;8 GB;5 MP| autofocus| LED flash;VGA;microUSB 2.0;Removable Li-Po 1800 mAh battery;White| Black;100;http://cdn2.gsmarena.com/vv/bigpic/panasonic-t45.jpg
Panasonic;Eluga Icon;HSDPA 900 / 2100 ; LTE;HSPA  LTE;Yes;Yes;2015  August;152.3 x 76.4 x 8 mm (6.00 x 3.01 x 0.31 in);147;519;5.5 inches (~71.7% screen-to-body ratio);720 x 1280 pixels (~267 ppi pixel density);Android 4.4.2 (KitKat);Octa-core 1.5 GHz;;16 GB;13 MP| autofocus| LED flash;8 MP;microUSB 2.0| USB Host;Non-removable Li-Ion 3500 mAh battery;Black;160;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-icon.jpg
Panasonic;Eluga Z;HSDPA 2100 ;;HSPA;Yes;Yes;2015  July;141.3 x 70.6 x 6.9 mm (5.56 x 2.78 x 0.27 in);;;5.0 inches (~69.1% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.4.2 (KitKat)| upgradable to 5.0 (Lollipop);Octa-core 1.4 GHz;Mali-450MP4;16 GB;13 MP| autofocus| LED flash;5 MP;microUSB 2.0| USB Host;Removable Li-Po 2050 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-z.jpg
Panasonic;Eluga L 4G;HSDPA 900 / 2100 ;LTE band 3(1800)| 40(2300);HSPA  LTE;Yes;Yes;2015  May;142 x 71 x 6.1 mm (5.59 x 2.80 x 0.24 in);110;388;5.0 inches (~68.4% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.4.4 (KitKat);Quad-core 1.2 GHz Cortex-A53;Adreno 306;8 GB;8 MP| autofocus| LED flash;5 MP;microUSB 2.0;Non-removable Li-Ion 2000 mAh battery;Blue;190;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-l-4g.jpg
Panasonic;Eluga S mini;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2015  June;137.5 x 68.4 x 9.5 mm (5.41 x 2.69 x 0.37 in);135;476;4.7 inches (~64.7% screen-to-body ratio);720 x 1280 pixels (~312 ppi pixel density);Android 4.4.2 (KitKat);Octa-core 1.4 GHz Cortex-A7;;8 GB;8 MP| autofocus| LED flash;5 MP;microUSB 2.0;Non-removable Li-Po 1980 mAh battery;Black| White;130;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-s-mini.jpg
Panasonic;Eluga U2;HSDPA 850 / 900 / 1900 / 2100 ; LTE 700 / 900 / 1800 / 2600;HSPA  LTE;Yes;Yes;2015  February;141.5 x 71.3 x 8 mm (5.57 x 2.81 x 0.31 in);131;462;5.0 inches (~68.3% screen-to-body ratio);1080 x 1920 pixels (~441 ppi pixel density);Android 5.0 (Lollipop);Quad-core 1.2 GHz Cortex-A53;Adreno 306;16 GB;13 MP| autofocus| LED flash;5 MP;microUSB 2.0;Non-removable Li-Ion 2500 mAh battery;Black| White;220;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-u2.jpg
Panasonic;Eluga S;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2014  November;141 x 71 x 7.9 mm (5.55 x 2.80 x 0.31 in);135;476;5.0 inches (~68.8% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.4.2 (KitKat);Octa-core 1.4 GHz;;8 GB;8 MP| autofocus| LED flash;5 MP;microUSB 2.0;Non-removable Li-Ion 2100 mAh battery;Black| White;150;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-s.jpg
Panasonic;P61;HSDPA 2100 ;;HSPA;Yes;Yes;2014  July;162.7 x 83.8 x 8.2 mm (6.41 x 3.30 x 0.32 in);1738;614;6.0 inches (~72.8% screen-to-body ratio);720 x 1280 pixels (~245 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.3 GHz;;16 GB;8 MP| autofocus| dual-LED flash;2 MP;microUSB 2.0;Non-removable Li-Ion 2800 mAh battery;Pearl White| Black;190;http://cdn2.gsmarena.com/vv/bigpic/panasonic-p61.jpg
Panasonic;T41;HSDPA 2100 ;;HSPA;Yes;Yes;2014  July;131 x 65.9 x 8.3 mm (5.16 x 2.59 x 0.33 in);1206;427;4.5 inches (~64.6% screen-to-body ratio);480 x 854 pixels (~218 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.3 GHz Cortex-A7;;4 GB;5 MP| autofocus| LED flash;VGA;microUSB 2.0;Non-removable Li-Po 1650 mAh battery;White| Black| Red;;http://cdn2.gsmarena.com/vv/bigpic/panasonic-t41.jpg
Panasonic;T40;HSDPA 2100 ;;HSPA;Yes;Yes;2014  October;126 x 62.5 x 9 mm (4.96 x 2.46 x 0.35 in);117;413;4.0 inches (~57.8% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.3 GHz Cortex-A7;;8 GB;5 MP| autofocus| LED flash;2 MP;microUSB 2.0;Removable Li-Ion 1500 mAh battery;White| Dark Grey| Bright Red;90;http://cdn2.gsmarena.com/vv/bigpic/panasonic-t40.jpg
Panasonic;P55;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2014  November;149.7 x 77 x 7.9 mm (5.89 x 3.03 x 0.31 in);148;522;5.5 inches (~72.3% screen-to-body ratio);720 x 1280 pixels (~267 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.2 GHz;;4 GB;8 MP| autofocus| LED flash;2 MP;microUSB 2.0;Removable Li-Ion 2500 mAh battery;Pearl White| Deep Blue;120;http://cdn2.gsmarena.com/vv/bigpic/panasonic-p55.jpg
Panasonic;Eluga I;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2014  November;147.1 x 73.6 x 9 mm (5.79 x 2.90 x 0.35 in);155;547;5.0 inches (~63.7% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.3 GHz;;8 GB;8 MP| autofocus| LED flash;2 MP;microUSB 2.0;Removable Li-Po 2000 mAh battery;Silver;140;http://cdn2.gsmarena.com/vv/bigpic/Panasonic-Eluga-I.jpg
Panasonic;Lumix Smart Camera CM1; HSDPA; LTE;HSPA  LTE Cat4 150/50 Mbps;Yes;Yes;2014  September;135.4 x 68 x 21.1 mm (5.33 x 2.68 x 0.83 in);204;720;4.7 inches (~66.1% screen-to-body ratio);1080 x 1920 pixels (~469 ppi pixel density);Android 4.4.2 (KitKat)| upgradable to 5.0 (Lollipop);Quad-core 2.3 GHz Krait 400;Adreno 330;16 GB;20.1 MP| f/2.8| 28mm| Leica optics| autofocus| LED flash;1.1 MP;microUSB 2.0;Non-removable Li-Ion 2600 mAh battery;Black;830;http://cdn2.gsmarena.com/vv/bigpic/panasonic-lumix.jpg
Panasonic;Eluga A;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2014  August;143.8 x 72 x 9.2 mm (5.66 x 2.83 x 0.36 in);115;406;5.0 inches (~66.5% screen-to-body ratio);480 x 854 pixels (~196 ppi pixel density);Android 4.3 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;Adreno 302;4 GB;8 MP| autofocus| LED flash;1.3 MP;microUSB 2.0;Removable Li-Ion 2000 mAh battery;Black| White;120;http://cdn2.gsmarena.com/vv/bigpic/Panasonic-Eluga-A.jpg
Panasonic;Eluga U;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2014  July;8 mm thickness;141;497;5.0 inches (~72.4% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.2 GHz Cortex-A7;Adreno 305;16 GB;13 MP| autofocus| LED flash;2 MP;microUSB 2.0;Non-removable Li-Ion 2500 mAh battery;Black| White;240;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-u.jpg
Panasonic;P81;HSDPA 900 / 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2014  June;7.9 mm thickness;;;5.5 inches (~77.2% screen-to-body ratio);720 x 1280 pixels (~267 ppi pixel density);Android 4.2.2 (Jelly Bean);Octa-core 1.7 GHz Cortex-A7;Mali-450MP4;8 GB;13 MP| autofocus| LED flash;2 MP;microUSB 2.0;Non-removable Li-Ion 2500 mAh battery;Black;220;http://cdn2.gsmarena.com/vv/bigpic/panasonic-p81.jpg
Panasonic;T31;HSDPA 850 / 1900 / 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2013  October;122 x 64.4 x 11.2 mm (4.80 x 2.54 x 0.44 in);120;423;4.0 inches (~58.0% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.3 GHz Cortex-A7;Mali-400;4 GB;3.15 MP;VGA;microUSB 2.0;Removable Li-Ion 1300 mAh battery;Pure White| Bluish Black;70;http://cdn2.gsmarena.com/vv/bigpic/panasonic-t31.jpg
Panasonic;T21;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2013  Q3;132 x 66 x 9.8 mm (5.20 x 2.60 x 0.39 in);140;494;4.5 inches (~64.1% screen-to-body ratio);720 x 1280 pixels (~326 ppi pixel density);Android 4.1 (Jelly Bean);Dual-core 1.2 GHz;;4 GB;8 MP| autofocus| LED flash;2 MP;microUSB 2.0;Removable Li-Ion 1700 mAh battery;Black| White;170;http://cdn2.gsmarena.com/vv/bigpic/panasonic-t21.jpg
Panasonic;P11;HSDPA 900 / 2100 ;;HSPA 7.2/5.76 Mbps;Yes;Yes;2013  Q3;143.9 x 73.3 x 9.7 mm (5.67 x 2.89 x 0.38 in);160;564;5.0 inches (~65.3% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.1.2 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;Adreno 203;4 GB;8 MP| autofocus| LED flash;2 MP;microUSB 2.0;Removable Li-Ion 2000 mAh battery;Black| White| Fluorescent Green;200;http://cdn2.gsmarena.com/vv/bigpic/panasonic-p11.jpg
Panasonic;T11;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2013  Q3;112.6 x 63.5 x 9.2 mm (4.43 x 2.5 x 0.36 in);120;423;4.0 inches (~63.7% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.1 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;4 GB;5 MP| autofocus| LED flash;VGA;microUSB 2.0;Removable Li-Ion 1500 mAh battery;Black| White;120;http://cdn2.gsmarena.com/vv/bigpic/panasonic-t11.jpg
Panasonic;P51;HSDPA 900 / 2100 ;;HSPA 42.2/5.76 Mbps;Yes;Yes;2013  May;144 x 75 x 8.5 mm (5.67 x 2.95 x 0.33 in);135;476;5.0 inches (~63.8% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.2 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;4 GB;8 MP| autofocus| LED flash;1.3 MP| 720p;microUSB 2.0;Non-removable Li-Ion 2500 mAh battery;Black| White;440;http://cdn2.gsmarena.com/vv/bigpic/panasonic-p51.jpg
Panasonic;P41;HSDPA 2100 ;;HSPA;Yes;Yes;2014  August;142.4 x 71.9 x 8.2 mm (5.61 x 2.83 x 0.32 in);133;469;5.0 inches (~67.3% screen-to-body ratio);540 x 960 pixels (~220 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;8 GB;8 MP| autofocus| LED flash;2 MP;microUSB 2.0;Removable Li-Ion 2000 mAh battery;Black| White;170;http://cdn2.gsmarena.com/vv/bigpic/panasonic-p41.jpg
Panasonic;Eluga Power;HSDPA 900 / 2100 ;;HSPA 14.4/5.76 Mbps;Yes;Yes;2012  February;136 x 70 x 9.6 mm (5.35 x 2.76 x 0.38 in);133;469;5.0 inches (~72.4% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Dual-core 1.5 GHz Krait;Adreno 225;8 GB;8 MP| autofocus;Yes;microUSB 2.0;Non-removable Li-Ion 1800 mAh battery;Black| Silver;500;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-power.jpg
Panasonic;Eluga DL1;HSDPA 900 / 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2012  February;123 x 62 x 7.8 mm (4.84 x 2.44 x 0.31 in);103;363;4.3 inches (~66.8% screen-to-body ratio);540 x 960 pixels (~256 ppi pixel density);Android 2.3.5 (Gingerbread)| planned upgrade to 4.0 (Ice Cream Sandwich);Dual-core 1.0 GHz;;8 GB;8 MP| autofocus;;microUSB 2.0;Non-removable Li-Ion 1150 mAh battery;Black| Silver;360;http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga.jpg
Panasonic;Toughpad FZ-A1;;;;No;No;2011  October;266.7 x 213.4 x 17.8 mm (10.5 x 8.40 x 0.70 in);9525;210;10.1 inches (~55.5% screen-to-body ratio);768 x 1024 pixels (~127 ppi pixel density);Android 3.2 (Honeycomb);Dual-core 1.2 GHz Marvell;;16 GB;5 MP| autofocus| LED flash;2 MP;microUSB 2.0;Non-removable Li-Ion 4590 mAh battery (33.9Wh);White;900;http://cdn2.gsmarena.com/vv/bigpic/panasonic-toughpad-fz-a1.jpg
Panasonic;Toughpad JT-B1;;;;No;No;2011  October;-;9525;210;7.0 inches;-;Android 3.2 (Honeycomb);;;16 GB;Yes;Yes;microUSB 2.0;Non-removable Li-Ion battery;White;1470;http://cdn2.gsmarena.com/vv/bigpic/panasonic-toughpad-jt-b1.jpg
Panasonic;KX-TU311;;;;No;No;2011  October;121 x 57 x 19 mm (4.76 x 2.24 x 0.75 in);110;388;1.9 inches (~16.5% screen-to-body ratio);220 x 176 pixels (~148 ppi pixel density);;;;;;;No;Removable Li-Ion 940 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/panasonic-kx-tu311.jpg
Panasonic;KX-TU301;;;;No;No;2011  October;128 x 49 x 20 mm| 89 cc (5.04 x 1.93 x 0.79 in);128;452;1.8 inches (~16.3% screen-to-body ratio);160 x 128 pixels (~114 ppi pixel density);;;;;;;No;Removable Li-Ion 940 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/panasonic-kx-tu301.jpg
Panasonic;VS7;;;;Class 10;No;2005  1Q;102 x 51 x 18.8 mm| 89 cc (4.02 x 2.01 x 0.74 in);113;399;;320 x 240 pixels;;;;30 MB;2 MP|;No;Yes;Removable Li-Ion 830 mAh battery (EB-BS001);;;http://cdn2.gsmarena.com/vv/bigpic/panasonic-vs7.gif
Panasonic;VS6;;;;Class 10;No;2005  3Q;96 x 46 x 21 mm| 80 cc (3.78 x 1.81 x 0.83 in);101;356;;240 x 320 pixels;;;;32 MB;2 MP;No;Yes;Removable Li-Ion 830 mAh battery;Red| Black;;http://cdn2.gsmarena.com/vv/bigpic/panasonic-vs6.gif
Panasonic;VS3;;;;Class 10;No;2005  1Q;96 x 46 x 17.6 mm| 79 cc (3.78 x 1.81 x 0.69 in);102;360;;240 x 320 pixels;;;;32 MB;1.3 MP;No;Yes;Removable Li-Ion 830 mAh battery;;;http://cdn2.gsmarena.com/vv/bigpic/panasonic-vs3.gif
Panasonic;VS2;;;;Class 10;No;2005  2Q;96 x 46 x 18.2 mm| 77 cc (3.78 x 1.81 x 0.72 in);98;346;;240 x 320 pixels;;;;32 MB;1.3 MP;No;Yes;Removable Li-Ion 830 mAh battery;3 - pink| copper| brown;;http://cdn2.gsmarena.com/vv/bigpic/panasonic-vs2.gif
Panasonic;MX7;;;;Class 10;No;2005  1Q;102 x 51 x 26 mm| 118 cc (4.02 x 2.01 x 1.02 in);144;508;;240 x 320 pixels;;;;30 MB;2 MP;No;;Removable Li-Ion 1660 mAh battery;;;http://cdn2.gsmarena.com/vv/bigpic/pamx7.gif
Panasonic;MX6;;;;Class 10;No;2005  1Q;96 x 46 x 26 mm| 105 cc (3.78 x 1.81 x 1.02 in);130;459;;320 x 240 pixels;;;;30 MB;1.3 MP;No;Yes;Removable Li-Ion 1620 mAh battery (EB-BS002);Blue;;http://cdn2.gsmarena.com/vv/bigpic/pamx6.gif
Panasonic;SA7;;;;Class 10;No;2005  1Q;102 x 53 x 26 mm| 116 cc (4.02 x 2.09 x 1.02 in);140;494;;240 x 320 pixels;;;;30 MB;2 MP;No;Yes;Removable Li-Ion 1660 mAh battery (EB-BS002);;;http://cdn2.gsmarena.com/vv/bigpic/pasa7.gif
Panasonic;SA6;;;;Class 10;No;2005  1Q;96 x 47 x 25 mm| 106 cc (3.78 x 1.85 x 0.98 in);127;448;;240 x 320 pixels;;;;32 MB;1.3 MP;No;Yes;Removable Li-Ion 1620 mAh battery;Red;;http://cdn2.gsmarena.com/vv/bigpic/pasa6.gif
Panasonic;SC3;;;;Class 8;No;2005  1Q;91.5 x 45 x 16.8 mm| 77 cc (3.60 x 1.77 x 0.66 in);76;268;;128 x 128 pixels;;;;;VGA;No;;Removable Li-Ion 730 mAh battery;Black| Silver;;http://cdn2.gsmarena.com/vv/bigpic/pasc3.gif
Panasonic;A210;;;;Class 8;No;2005  1Q;91 x 44 x 16.5 mm| 51 cc (3.58 x 1.73 x 0.65 in);71;250;;128 x 128 pixels;;;;512 KB;;;;Removable Li-Ion 730 mAh battery;White Red| White Champagne-Gold| Silver;;http://cdn2.gsmarena.com/vv/bigpic/paa210.gif
Panasonic;X800;;;;Class 10;No;2005  1Q;100 x 48 x 17 mm| 79 cc (3.94 x 1.89 x 0.67 in);99;349;2.2 inches| 36 x 43 mm (~32.1% screen-to-body ratio);176 x 208 pixels (~124 ppi pixel density);Symbian OS 7.0s| Series 60 v2.0 UI;104 MHz ARM 920T;;8 MB;VGA| LED flash;No;Yes;Removable Li-Ion 720 mAh battery;;;http://cdn2.gsmarena.com/vv/bigpic/pax800.gif
Panasonic;Z800;UMTS 2100 ;;Yes  384 kbps;Yes;No;2004  4Q;96.5 x 49 x 26 mm| 100 cc (3.80 x 1.93 x 1.02 in);115;406;;176 x 220 pixels;;;;;1.3 MP| autofocus;Yes;Yes;Removable Li-Ion battery;;;http://cdn2.gsmarena.com/vv/bigpic/paz800.gif
Panasonic;X700;;;;Class 10;No;2004  1Q;97 x 49 x 24 mm| 89 cc (3.82 x 1.93 x 0.94 in);107;377;2.0 inches| 33 x 39 mm (~26.8% screen-to-body ratio);176 x 208 pixels (~136 ppi pixel density);Symbian 7.0s| Series 60 UI;104 MHz ARM 920T;;8 MB;VGA| LED flash;No;Yes;Removable Li-Ion 780 mAh battery;;;http://cdn2.gsmarena.com/vv/bigpic/pax700.gif
Panasonic;X500;;;;Class 8;No;2004  2Q;85 x 47 x 22.5 mm| 79 cc (3.35 x 1.85 x 0.89 in);96;339;;128 x 128 pixels;;;;4 MB;VGA;No;;Removable Li-Ion 730 mAh battery;Silver| Red| White;;http://cdn2.gsmarena.com/vv/bigpic/pax500.gif
